Identifier,Title,Description,Currency,Amount Awarded,Award Date,Recipient Org:Identifier,Recipient Org:Name,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Publisher:Prefix,Publisher:Name,Licence,Licence Name,_recipient_id,_recipient_name,_recipient_type,_recipient_income,_recipient_is_grantmaker,_may_be_regranted,Location:ladcd,Location:ladnm,Location:utlacd,Location:utlanm,Location:rgncd,Location:rgnnm,Location:ctrycd,Location:ctrynm,Location:latitude,Location:longitude,Location:source,_last_updated
360G-tnlcomfund-0045370343,Covid-19 - Connect2021,Llanelli Community Partnership will use £9750 to hold a series of outdoor activities for year 6 pupils from seven different primary schools. It will help improve their wellbeing and provide an opportunity to socialise before transitioning to secondary school as opportunities have been reduced during the COVID-19 pandemic. Bydd Partneriaeth Gymunedol Llanelli yn defnyddio £9750 i gynnal cyfres o weithgareddau awyr agored ar gyfer disgyblion blwyddyn 6 o saith ysgol gynradd wahanol. Bydd yn helpu i wella eu lles ac yn rhoi cyfle i gymdeithasu cyn trosglwyddo i'r ysgol uwchradd gan fod cyfleoedd wedi'u lleihau yn ystod pandemig COVID-19.,GBP,9750,22/03/2021,360g-tnlcomfung-org-LlanelliCommunityPartnership,Llanelli Community Partnership,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.683521,-4.16793,recipientOrganizationLocation,03:24.7
360G-tnlcomfund-0045370411,COVID-19 - Community events seed bombs and village improvement,Hirwaun & Penderyn Community Council in Rhondda Cynon Taf will use the grant of £659 to plan their community events for 2021 Due to the COVID-19 pandemic these events are likely to be mainly outdoors. Bydd Cyngor Cymuned Hirwaun a Phenderyn yn Rhondda Cynon Taf yn defnyddio'r grant o £659 i gynllunio eu digwyddiadau cymunedol ar gyfer 2021. Oherwydd pandemig COVID-19 mae'r digwyddiadau hyn yn debygol o fod yn yr awyr agored yn bennaf.,GBP,659,22/03/2021,360g-tnlcomfung-org-Hirwaun&PenderynCommunityCouncil,Hirwaun & Penderyn Community Council,GB-GOR-PB188,The National Lottery Community Fund,National Lottery Awards for All Wales,360G-tnlcomfund,The National Lottery Community Fund,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Open Government Licence 3.0 (United Kingdom),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.731258,-3.51152,recipientOrganizationLocation,03:24.7
360G-WCVA-27145,Voluntary Services Recovery Fund,"Funding of £10,000 would pay towards another therapy room, qualified counsellors, and staff to fill the gap until February/March 2021. The project covers the whole of Wales, albeit most of our service users are from South Wales stretching from Cardigan to Newport. ",GBP,17720.62,22/03/2021,360G-WCVA-0010N00004KBhAoQAL,LGBT Cymru Helpline,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.619662,-3.951185762,recipientOrganizationPostcode,03:24.7
360G-WCVA-27280,Voluntary Services Recovery Fund,"Funding will help us to help those through holistic means for those who struggle with mental health and wellbeing after times of difficulty. Providing a space to learn and grow at a gentle pace, nurturing in nature to find some peace in an oasis in a busy world. ",GBP,14556.47,22/03/2021,360G-WCVA-0014G00002WJX0SQAX,Green Valley Wellbeing,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.65030472,-3.332106414,recipientOrganizationPostcode,03:24.7
360G-WCVA-27281,Voluntary Services Recovery Fund,"We are seeking funds to enable us deliver tailor made self-actualization, emotional and mental health well-being activities to victims of violence and domestic abuse in Wales to enable survivors deal with stress related trauma aggravated by COVID 19 pandemic.  ",GBP,83880.96,22/03/2021,360G-WCVA-0010N00004M8mnAQAR,BAWSO Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46326921,-3.171242105,recipientOrganizationPostcode,03:24.7
360G-WCVA-27294,Third Sector Resilience Fund Phase 2,"Development of a stronger sales strategy. Establish and expand alternative delivery models for existing services. Improving our on line presence, including enhanced ability to make sales and take bookings. Development of a strong impact recording and reporting process. Paying for an upgraded crm which includes pricing & costing modules.Cloud based office integration platform. ",GBP,67060,22/03/2021,360G-WCVA-0010N00004KBUYiQAP,Greenstream Flooring,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.61464245,-3.414273736,recipientOrganizationPostcode,03:24.7
360G-WCVA-27295,Third Sector Resilience Fund Phase 2,"""Mirus has a digital change project that aims to simplify and modernise its core business operations, replace the aged systems and manual Excel spreadsheets, and allow frictionless access to information and resources without compromising security.  To deliver this project quickly and successfully has raised the need for additional resource, in the form of: -Project Manager/Administrator  -3rd Party Support  -Backfill Users  -New Phone System & Line Installation"" ",GBP,99913,22/03/2021,360G-WCVA-0010N00004M8mlJQAR,Mirus Wales*,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.52263552,-3.185190478,recipientOrganizationPostcode,03:24.7
360G-EFF-21-0419,Grant to Ethnic Youth Support Team,Towards unrestricted core costs from the Racialised Communities Top Up Fund,GBP,54000,24/03/2021,GB-CHC-1152486,Ethnic Youth Support Team,GB-CHC-200051,Esmée Fairbairn Foundation,Main Grant,360G-esmeefairbairn,Esmée Fairbairn Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1152486,ETHNIC YOUTH SUPPORT TEAM,registered-charity,1533273,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.619662,-3.951185762,recipientOrganizationPostcode,03:24.7
360G-EFF-21-0475,Grant to Bawso,Towards unrestricted core costs from the Racialised Communities Top Up Fund,GBP,54000,24/03/2021,GB-CHC-1084854,Bawso,GB-CHC-200051,Esmée Fairbairn Foundation,Main Grant,360G-esmeefairbairn,Esmée Fairbairn Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1084854,BAWSO LTD,registered-charity,3220272,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46326921,-3.171242105,recipientOrganizationPostcode,03:24.7
360G-WCVA-27318,Third Sector Resilience Fund Phase 2,"Compensation for loss of income, and enable us (the org) to meet the business plan, to ensure viability of the project, to meet the local community’s needs.  To improve H&S to meet C-19 regulations, and therefore be able to offer the space to the local community/ business again as a community facility, they will also be bale to develop and restore Llety Arall enabling them to be better placed when the market opens again ",GBP,21413,24/03/2021,360G-WCVA-0010N00004gDpd5QAC,Llety Arall,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000002,Gwynedd,W06000002,Gwynedd,,,W92000004,Wales,53.13652101,-4.269141086,recipientOrganizationPostcode,03:24.7
360G-WCVA-27319,Third Sector Resilience Fund Phase 2,"""We wish to safeguard two of our core jobs which are essential for service delivery. Play Development Manager and administrator post. the funding would spread over a year but would include a tapering off after a 6 month period. We wish to make changes to our current website to improve our online presence. These changes would enable us to accept donations and take bookings online for both our toy library service and rental of our building. It would also allow for welsh translation and website hosting for one year. We have also included a training session for staff to gain the skills necessary to update the website regularly.  The purchase of new IT would enable us to replace our current desktop which is old and no longer functions effectively. The remaining money would purchase two new laptops for staff use. "" ",GBP,56575,24/03/2021,360G-WCVA-0010N00004M8iM7QAJ,Play Radnor,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000023,Powys,W06000023,Powys,,,W92000004,Wales,52.23531992,-3.379004426,recipientOrganizationPostcode,03:24.7
360G-WCVA-27320,Third Sector Resilience Fund Phase 2,"1) We are seeking funding to support salary costs and expenses 2) to assist in recruitment, training and supervision of volunteer ",GBP,35000,24/03/2021,360G-WCVA-0010N00004KBuGMQA1,Shalom House - Pembroke,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.88190286,-5.262995603,recipientOrganizationPostcode,03:24.7
360G-WCVA-27323,Third Sector Resilience Fund Phase 2,"""Consultant fees (2 days a week for 6 months) A specific remit to develop and launch three new training offers: ABCD and Supporting Mental Health through Arts, Food Safety in Catering. Consultancy time is required for the creation of the training courses and the content for delivery and marketing.   • Website Development and Management post (2 days a week for 6 months) Develop and manage ACE Training web services and presence with new booking and online payment system to support existing courses and introduction of 3 new courses (Food Safety, ABCD, and Art/Mental Health). • Training courses to upskill existing staff to deliver internal training  • Capital costs to increase income through CSCS Testing (in house). • External Invigilator costs to deliver a new course, Food Safety in Catering • New course marketing costs"" ",GBP,29977,24/03/2021,360G-WCVA-0010N00004KBqtrQAD,Ace - Action in Caerau & Ely,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.47514003,-3.256242082,recipientOrganizationPostcode,03:24.7
360G-WCVA-27324,Third Sector Resilience Fund Phase 2,"To help cover salaries for estate staff. Staff time will be spent continuing and improving our:  volunteering programme, estate maintenance, promotion, education and working closely with partnering organisations.  ",GBP,63864,24/03/2021,360G-WCVA-0010N00004JKSyWQAX,Hafod Trust,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000008,Ceredigion,W06000008,Ceredigion,,,W92000004,Wales,52.39831506,-3.911495787,recipientOrganizationPostcode,03:24.7
360G-WCVA-27326,Third Sector Resilience Fund Phase 2,"""To create the following 4 pathways to support disabled people into employment (pathways 5 & 6 already funded) Pathway 1:- Post 16 support. The transition from secondary school education to either further & higher education or the world of work. Pathway 2:- The College pathway. The support to be offered to colleges. Pathway 3:- Providing support to family members. Pathway 4:- Transition to University Education."" ",GBP,99200,24/03/2021,360G-WCVA-0014G00002U4RE4QAN,Legacy Internation Group Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74621494,-3.375655386,recipientOrganizationPostcode,03:24.7
360G-WCVA-27322,Third Sector Resilience Fund Phase 2,"To enable us to maintain services in 2021/22 we need support with our lease, overheads and resourcing, but particularly training staff salaries at two of our social enterprises, until our earning potential can cover their salaries.  We recognise that to aid our longer term recovery and survival, we need to appoint additional support to pursue future contracts and develop relationships, to aid the sustainability of our organisation. We also recognise that we need to diversify our trading activities at our social enterprises, as part of our recovery, with new products and new markets.  ",GBP,99955,25/03/2021,360G-WCVA-0010N00004MAXjTQAX,Elite Supported Employment Agency Ltd S.E.A,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000016,Rhondda Cynon Taf,W06000016,Rhondda Cynon Taf,,,W92000004,Wales,51.53552376,-3.39175825,recipientOrganizationPostcode,03:24.7
360G-WCVA-27329,Third Sector Resilience Fund Phase 2,"The funding will support development of infrastructure to achieve the merger  of Mid & North Wales Training Group Ltd (MNWTG Ltd) and Mid Wales Manufacturing Group (MWMG), to save costs in operating both companies and to utilise further the expertise and management of both organisations ",GBP,34600,25/03/2021,360G-WCVA-0014G00002U4M4iQAF,Mid & North Wales Training Group Ltd Also T/A Myrick Training Services,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000023,Powys,W06000023,Powys,,,W92000004,Wales,52.56321078,-3.147016624,recipientOrganizationPostcode,03:24.7
360G-WCVA-27330,Third Sector Resilience Fund Phase 2,"Expand to offer online courses; increase variety and amount of wellbeing support groups available locally; allow more practitioner sole traders in the wellbeing industry to move their teachings online; devlop outdoor café  project - appropriate weatherproof structure, invest in software; develop drive thru.  Survive funding for rents, heating, rates to remain open. ",GBP,69899,25/03/2021,360G-WCVA-0014G00002PCK4cQAH,Nurture Magu CIC,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.85857595,-4.303000304,recipientOrganizationPostcode,03:24.7
360G-WCVA-27331,Third Sector Resilience Fund Phase 2,"We need to develop robust and flexible systems by investing in modern, fit-for-purpose fintech platforms. SMC needs to invest in more up-to-date fintech to further digitise operations and services to achieve the growth we need and create a 24/7 online service for members. SMC also needs marketing investment to fully diversify with the white goods loan product. ",GBP,75000,25/03/2021,360G-WCVA-0010N00004VGUO8QAP,Smart Money Cymru Credit Union Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000018,Caerphilly,W06000018,Caerphilly,,,W92000004,Wales,51.56790333,-3.229730807,recipientOrganizationPostcode,03:24.7
360G-WCVA-27332,Third Sector Resilience Fund Phase 2,"To cover the venue hire costs for our community based clubs, fund new Supervisor and Play Worker positions in this area, and purchase equipment for the clubs, including play and sensory resources and IT equipment. Also to fund the post of a new Communications, Fundraising and Events Officer, to improve the website, to purchase database to capture fundraising data and to fund an accredited Institute of Fundraising qualification for the Fundraising Manager. ",GBP,100000,25/03/2021,360G-WCVA-0014G00002PCx39QAD,Sparkle (South Wales) Ltd,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000022,Newport,W06000022,Newport,,,W92000004,Wales,51.58480553,-3.040163129,recipientOrganizationPostcode,03:24.7
360G-GWF-97674_2021-03-26,Main Grants award - COVID19 response,Hayaat Women's support for Core Costs,GBP,7500,26/03/2021,GB-CHC-1155727,Hayaat Women Trust,GB-CHC-230260,Garfield Weston Foundation,Community,360G-GWF,Garfield Weston Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1155727,HAYAAT WOMEN TRUST,registered-charity,107215,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.46894351,-3.169615804,recipientOrganizationPostcode,03:24.7
360G-GWF-97699_2021-03-26,Main Grants award - COVID19 response,At the Heart,GBP,30000,26/03/2021,GB-CHC-1131306,Oasis Cardiff,GB-CHC-230260,Garfield Weston Foundation,Welfare,360G-GWF,Garfield Weston Foundation,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1131306,OASIS CARDIFF,registered-charity,578044,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48284758,-3.152087199,recipientOrganizationPostcode,03:24.7
360G-WCVA-27325,Improving Sanitation & Menstrual Provision in Health Facilities and Schools in response to COVID-19,"Provide running water for children's, maternity & delivery wards in the only government-run hospital, including hot water for the operating theatre. In addition, the project will plumb water into two critical sub-county health centres, and support 30 schools with sanitation and menstrual provision necessary to meet national COVID compliance policies.",GBP,125000,26/03/2021,360G-WCVA-0010N00004M8p45QAB,Teams4U The Charity,GB-CHC-218093,Wales Council for Voluntary Action,Wales for Africa Grant Scheme,360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.05118785,-2.99844068,recipientOrganizationPostcode,03:24.7
360G-HenrySmithCharity-20210181,Grant to Erlas Victorian Walled Garden,"towards one year's running costs of a project providing support to adults with learning disabilities impacted by the COVID-19 pandemic in North-East Wales, Cheshire and Shropshire.",GBP,68300,29/03/2021,GB-CHC-1131830,Erlas Victorian Walled Garden,GB-CHC-230102,The Henry Smith Charity ,COVID-19,360G-HenrySmithCharity,The Henry Smith Charity,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1131830,ERLAS VICTORIAN WALLED GARDEN,registered-charity,119204,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.05348335,-2.956128553,recipientOrganizationPostcode,03:24.7
360G-HenrySmithCharity-20210197,Grant to MIND Mid Powys,"towards one year's running costs of a project providing support to people with mental health issues impacted by the COVID-19 pandemic in Powys, Wales.",GBP,70000,29/03/2021,GB-CHC-1167840,MIND Mid Powys,GB-CHC-230102,The Henry Smith Charity ,COVID-19,360G-HenrySmithCharity,The Henry Smith Charity,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1167840,Mid & North Powys Mind,registered-charity,350776,FALSE,FALSE,W06000023,Powys,W06000023,Powys,,,W92000004,Wales,52.24107936,-3.380801058,recipientOrganizationPostcode,03:24.7
360G-HenrySmithCharity-20210201,Grant to Bedford Street Community Company Limited,towards one year's running costs of a project providing support to disadvantaged people impacted by the COVID-19 pandemic in Rhyl.,GBP,34700,29/03/2021,GB-CHC-1177026,Bedford Street Community Company Limited,GB-CHC-230102,The Henry Smith Charity ,COVID-19,360G-HenrySmithCharity,The Henry Smith Charity,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1177026,BEDFORD STREET COMMUNITY COMPANY LIMITED,registered-charity,137901,FALSE,FALSE,W06000004,Denbighshire,W06000004,Denbighshire,,,W92000004,Wales,53.31958949,-3.491493606,recipientOrganizationPostcode,03:24.7
360G-HenrySmithCharity-20210219,Grant to The Venture (Wrexham) Ltd,"towards one year's running costs of a project providing a range of support and activities for disadvantaged communities, impacted by the COVID-19 pandemic in Wrexham.",GBP,51100,29/03/2021,GB-CHC-1153454,The Venture (Wrexham) Ltd,GB-CHC-230102,The Henry Smith Charity ,COVID-19,360G-HenrySmithCharity,The Henry Smith Charity,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),GB-CHC-1153454,THE VENTURE (WREXHAM) LIMITED,registered-charity,310250,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.04924444,-2.977571444,recipientOrganizationPostcode,03:24.7
360G-WCVA-27309,Voluntary Services Recovery Fund,"Our key activities will be– • Lunch club for the older generation • Food bank for those in crisis and a fabulous food coop that provides affordable solutions to healthy eating. • Gardening and walking clubs that are accessible to all. • Cookery and budgeting classes. • English language, Welsh for adults, Computers don’t bite etc",GBP,8302.76,29/03/2021,360G-WCVA-0014G00002cUM51QAG,Swansea and Brecon Diocesan Council for Social Responsibility,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000023,Powys,W06000023,Powys,,,W92000004,Wales,51.95390164,-3.392696888,recipientOrganizationPostcode,03:24.7
360G-WCVA-27310,Voluntary Services Recovery Fund,"The funding will enable us to help over 1,000 pet owners in financial crisis for the next 12 months, by providing over 40,000 pet meals during the next year.  ",GBP,25759.54,29/03/2021,360G-WCVA-0014G00002U4zJaQAJ,Pet Food Bank Service,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.47833881,-3.246211152,recipientOrganizationPostcode,03:24.7
360G-WCVA-27311,Voluntary Services Recovery Fund,"In partnership with Platfform, we will enable a group of young, disadvantaged people to gain confidence, a sense of responsibility, empowerment, and skills. Taking place at National Waterfront Museum’s transformed sustainable growing courtyard, young people will participate in outdoor learning activities and look after an urban garden. ",GBP,9000,29/03/2021,360G-WCVA-0010N00004M8q8DQAR,Friends of Amgueddfa Cymru – National Museum Wales,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48161745,-3.171499242,recipientOrganizationPostcode,03:24.7
360G-WCVA-27312,Voluntary Services Recovery Fund,"The funding will be used to deliver our Mentoring training online. We have 3 specific mentoring training sessions which will be delivered to children, young people, and adults in the workplace. We will also continue to e-mentor individuals of all ages who need additional support.",GBP,29661.08,29/03/2021,360G-WCVA-0014G00002cUM5QQAW,Bullies Out,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48036329,-3.157714168,recipientOrganizationPostcode,03:24.7
360G-WCVA-27313,Voluntary Services Recovery Fund,"The SOUPY project hopes to bring in, train, improve and develop local artists within the community in order to reduce inequalities exacerbated by COVID-19 within this industry. This will allow personal and professional development as well as benefit the local community through supporting artists and increasing entertainment variety. ",GBP,40245.51,29/03/2021,360G-WCVA-0010N00004M8nHnQAJ,BGfm Community Radio for Blaenau Gwent,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000019,Blaenau Gwent,W06000019,Blaenau Gwent,,,W92000004,Wales,51.79101796,-3.179095345,recipientOrganizationPostcode,03:24.7
360G-WCVA-27314,Voluntary Services Recovery Fund,"Mental Health and Wellbeing support, for individuals in mental health distress, delivering support for people experiencing stress, anxiety, depression, pain, bereavement, hopelessness, and suicidality. A project that will offer tangible long-term benefits, including reduction in in-patient hospital admission. ",GBP,31276,29/03/2021,360G-WCVA-0014G00002PAKVuQAP,Swansea Wellbeing Centre,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.61884738,-3.957600177,recipientOrganizationPostcode,03:24.7
360G-WCVA-27315,Voluntary Services Recovery Fund,Vaccination Enlightenment Program for the BAME Community Living in Wales • Communication and addressing misinformation and conspiracy theories in local languages. • Weekly Health Talk Sessions in different languages to ensure no minority ethnic community member in Wales is disadvantage by cultural and language barrier in understanding the role of Vaccines.,GBP,20105.28,29/03/2021,360G-WCVA-0014G00002WJgaUQAT,BAME Mental Health Support CIC,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000011,Swansea,W06000011,Swansea,,,W92000004,Wales,51.62353882,-3.942852902,recipientOrganizationPostcode,03:24.7
360G-WCVA-27333,Third Sector Resilience Fund Phase 2,"We wish to improvement our Impact Reporting to build in follow-up data. Our current CRM reports on our outputs, but to really understand our impact on the complex issues facing care leavers, we need to understand the longer term outcomes of all interventions to allow us improve and refine our current delivery. We also wish to diversify by connecting with and building/ sustaining relationships with our older lived experience community by creating a Volunteering/Alumini scheme run by a full time officer with input from those currently in the care system ",GBP,55220,29/03/2021,360G-WCVA-0010N00004JnLIuQAN,Voices from Care - formerly NAYPIC,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48681897,-3.16477224,recipientOrganizationPostcode,03:24.7
360G-WCVA-27336,Third Sector Resilience Fund Phase 2,"Working with a Mind approved consultant, we want to revisit 3 income strands that have been affected by Covid-19 and to make them more profitable; these strands are: 1) Training 2) Community Fuindraising 3)Investment ",GBP,47800,29/03/2021,360G-WCVA-0010N00004MAXiSQAX,Cwm Taf Morgannwg MIND,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74621494,-3.375655386,recipientOrganizationPostcode,03:24.7
